"trip.Combined"	"tripTime.mu"	"tripTime.md"	"tripTime.s"	"tripTime.n"	"Member.Type.mu"	"Member.Type.md"	"Member.Type.s"	"Member.Type.n"
"1257"	"10th & U St NW (31111) - 17th & Corcoran St NW (31214)"	516.670317634173	420	331.473778708153	913	1.94633077765608	2	0.225487308802698	913
"1258"	"C & O Canal & Wisconsin Ave NW (31225) - 14th & V St NW (31101)"	1562.16606498195	1140	2664.61753268849	277	1.74007220216607	2	0.439388567908336	277
"1259"	"19th & L St NW (31224) - 20th & E St NW (31204)"	556.953316953317	300	1472.81124414146	407	1.86486486486486	2	0.342288615749693	407
"1260"	"5th St & K St NW (31600) - 21st & I St NW (31205)"	1025.67073170732	900	1052.27444420633	328	1.8109756097561	2	0.39212620372521	328
"1261"	"17th & K St NW [formerly 17th & L St NW] (31213) - 7th & T St NW (31109)"	1175.32258064516	780	4059.57593914251	124	1.95161290322581	2	0.215453339776322	124
"1262"	"14th & Rhode Island Ave NW (31203) - 3rd & D St SE (31605)"	2226.25	1620	1978.09345669113	48	1.64583333333333	2	0.483321105250062	48
"1263"	"5th St & K St NW (31600) - 15th & P St NW (31201)"	1086.40167364017	660	4708.35432418734	478	1.85146443514644	2	0.356002658504777	478
"1264"	"5th St & K St NW (31600) - 4th & M St SW (31108)"	1743.44827586207	900	3842.06364957815	87	1.86206896551724	2	0.346826603453182	87
"1265"	"14th & R St NW (31202) - 18th & M St NW (31221)"	586.289926289926	480	1091.06706230869	407	1.92874692874693	2	0.257563713164464	407
"1266"	"19th & E Street NW (31206) - USDA / 12th & Independence Ave SW (31217)"	2577.88235294118	1740	2675.77235628147	255	1.32941176470588	1	0.4709239191805	255
"1267"	"Columbus Circle / Union Station (31623) - 4th St & Massachusetts Ave NW (31604)"	583.22869955157	360	1291.32725783969	669	1.85351270553064	2	0.353858638217752	669
"1268"	"Georgia Ave and Fairmont St NW (31207) - Park Rd & Holmead Pl NW (31602)"	524.675324675325	420	318.865861461951	231	1.96103896103896	2	0.193922335971082	231
"1269"	"19th & E Street NW (31206) - 14th & R St NW (31202)"	1291.76470588235	960	887.517718434263	34	1.79411764705882	2	0.410425630121905	34
"1270"	"19th St & Pennsylvania Ave NW (31100) - 25th St & Pennsylvania Ave NW (31237)"	652.323232323232	360	2387.41338150685	594	1.79292929292929	2	0.405548164476749	594
"1271"	"North Capitol St & F St NW (31624) - 19th St & Pennsylvania Ave NW (31100)"	1319.18918918919	1020	1476.1721664789	74	1.75675675675676	2	0.431969392967338	74
"1272"	"New York Ave & 15th St NW (31222) - 19th & E Street NW (31206)"	1006.81318681319	420	1158.16414027726	91	1.63736263736264	2	0.483424899751382	91
"1273"	"37th & O St NW / Georgetown University (31236) - 37th & O St NW / Georgetown University (31236)"	3816.43312101911	2160	6354.7424796162	942	1.35456475583864	1	0.47863533820835	942
"1274"	"17th & K St NW [formerly 17th & L St NW] (31213) - 18th & M St NW (31221)"	1520	240	5100.47505645569	132	1.73484848484848	2	0.443095435153845	132
"1275"	"Convention Center / 7th & M St NW (31223) - McPherson Square - 14th & H St NW (31216)"	523.04347826087	360	437.803107504779	184	1.90760869565217	2	0.290367656771266	184
"1276"	"US Dept of State / Virginia Ave & 21st St NW (31220) - New York Ave & 15th St NW (31222)"	1631.11111111111	720	3430.15435006185	189	1.53439153439153	2	0.500140698429776	189
"1277"	"15th & P St NW (31201) - Park Rd & Holmead Pl NW (31602)"	918.328981723238	840	307.741862266687	383	1.89556135770235	2	0.306228768077318	383
"1278"	"19th & L St NW (31224) - 19th St & Pennsylvania Ave NW (31100)"	612.396694214876	180	1671.02813899776	121	1.78512396694215	2	0.412444169358067	121
"1279"	"US Dept of State / Virginia Ave & 21st St NW (31220) - L'Enfant Plaza / 7th & C St SW (31218)"	1324.73684210526	840	3511.3195781375	342	1.84210526315789	2	0.365176549960207	342
"1280"	"34th St & Wisconsin Ave NW (31226) - 14th & G St NW (31238)"	1119.79591836735	960	664.172967770587	98	1.89795918367347	2	0.304258297699363	98
"1281"	"McPherson Square - 14th & H St NW (31216) - McPherson Square - 14th & H St NW (31216)"	3680.54237288136	2880	4368.34076779348	590	1.39152542372881	1	0.488505616184234	590
"1282"	"3rd & D St SE (31605) - 14th & D St SE (31607)"	690.123456790123	540	2639.33285564199	486	1.95267489711934	2	0.212552104630792	486
"1283"	"Eastern Market / 7th & North Carolina Ave SE (31610) - 5th & F St NW (31620)"	1040.46082949309	840	700.009106809315	217	1.7741935483871	2	0.419079038062475	217
"1284"	"L'Enfant Plaza / 7th & C St SW (31218) - US Dept of State / Virginia Ave & 21st St NW (31220)"	1660.76923076923	1200	1424.61111318891	156	1.51923076923077	2	0.501239159273377	156
"1285"	"18th & M St NW (31221) - Bladensburg Rd & Benning Rd NE (31617)"	1600.58823529412	1620	297.890982463644	34	1.94117647058824	2	0.238832573610613	34
"1286"	"Benning Branch Library (31705) - Anacostia Library (31804)"	1560	1560	NA	1	2	2	NA	1
"1287"	"8th & H St NW (31228) - 19th St & Pennsylvania Ave NW (31100)"	1013.50649350649	660	1530.44389659008	231	1.70562770562771	2	0.456749783954086	231
"1288"	"20th & E St NW (31204) - 19th & L St NW (31224)"	402.785862785863	300	406.445637365019	481	1.9022869022869	2	0.297235472056963	481
"1289"	"4th & East Capitol St NE (31618) - Eastern Market / 7th & North Carolina Ave SE (31610)"	574.364640883978	240	1465.45507950225	543	1.85635359116022	2	0.351054237539791	543
"1290"	"Eckington Pl & Q St NE (31505) - Columbus Circle / Union Station (31623)"	657.421875	600	470.502019905647	256	1.93359375	2	0.249478622998712	256
"1291"	"14th St & Spring Rd NW (31401) - New York Ave & 15th St NW (31222)"	1310	1080	476.290010301543	24	1.83333333333333	2	0.380693493813441	24
"1292"	"14th & G St NW (31238) - 20th & E St NW (31204)"	747.065217391304	540	907.2338767919	184	1.78804347826087	2	0.409809336263075	184
"1293"	"21st & M St NW (31212) - 4th & Adams St NE (31500)"	1500	1560	290.41841736167	8	2	2	0	8
"1294"	"US Dept of State / Virginia Ave & 21st St NW (31220) - 4th & M St SW (31108)"	1094.66666666667	1020	354.621513603515	135	1.93333333333333	2	0.25037285628474	135
"1295"	"C & O Canal & Wisconsin Ave NW (31225) - 14th & Rhode Island Ave NW (31203)"	1750.78651685393	1140	2268.69189466094	267	1.61048689138577	2	0.488555630558923	267
"1296"	"21st & I St NW (31205) - 10th & U St NW (31111)"	1789.57894736842	1080	9708.9700973315	190	1.92105263157895	2	0.270369035217938	190
"1297"	"25th St & Pennsylvania Ave NW (31237) - 19th St & Pennsylvania Ave NW (31100)"	510	360	683.935261454229	388	1.80927835051546	2	0.393377339340125	388
"1298"	"14th St & Spring Rd NW (31401) - 36th & Calvert St NW / Glover Park (31304)"	1470	1440	207.057304321116	12	1.75	2	0.452267016866645	12
"1299"	"M St & New Jersey Ave SE (31208) - US Dept of State / Virginia Ave & 21st St NW (31220)"	961.224489795918	960	140.882239560348	147	1.98639455782313	2	0.116242222177465	147
"1300"	"17th & Corcoran St NW (31214) - 10th St & Constitution Ave NW (31219)"	1098.95486935867	900	799.851682891924	421	1.79809976247031	2	0.40189574521728	421
"1301"	"14th St & Spring Rd NW (31401) - Lamont & Mt Pleasant NW (31107)"	485.395095367847	360	363.48088588275	367	1.94822888283379	2	0.221867069773415	367
"1302"	"Massachusetts Ave & Dupont Circle NW (31200) - Georgetown Harbor / 30th St NW (31215)"	1359.793977813	600	7103.6619626979	1262	1.71949286846276	2	0.449425111180636	1262
"1303"	"17th & K St NW [formerly 17th & L St NW] (31213) - C & O Canal & Wisconsin Ave NW (31225)"	1288.46153846154	780	1879.40046845582	234	1.73931623931624	2	0.439948741641152	234
"1304"	"1st & M St NE (31603) - M St & New Jersey Ave SE (31208)"	1121.25	1080	342.252667063221	144	1.83333333333333	2	0.373978796003383	144
"1305"	"34th St & Wisconsin Ave NW (31226) - Georgetown Harbor / 30th St NW (31215)"	1977.12	960	2594.45152883685	125	1.48	1	0.501610310127101	125
"1306"	"8th & H St NW (31228) - Columbus Circle / Union Station (31623)"	1062.66055045872	600	5491.63013015582	654	1.79051987767584	2	0.407249059783599	654
"1307"	"10th & U St NW (31111) - Eastern Market / 7th & North Carolina Ave SE (31610)"	1615.90909090909	1560	492.635617884514	44	1.61363636363636	2	0.492544843474156	44
"1308"	"19th St & Pennsylvania Ave NW (31100) - 19th St & Constitution Ave NW (31235)"	1166.31578947368	420	1728.40053837432	285	1.56491228070175	2	0.496640554999066	285
"1309"	"21st & I St NW (31205) - 5th St & K St NW (31600)"	842.137767220903	780	395.948758137011	421	1.90973871733967	2	0.286896659920587	421
"1310"	"Wisconsin Ave & Macomb St NW (31302) - 34th St & Wisconsin Ave NW (31226)"	1723.77049180328	720	6342.66796431662	122	1.61475409836066	2	0.488660190733661	122
"1311"	"1st & M St NE (31603) - Florida Ave & R St NW (31503)"	626.796116504854	420	2086.12000798124	618	1.92718446601942	2	0.260043946450778	618
"1312"	"McPherson Square - 14th & H St NW (31216) - New York Ave & 15th St NW (31222)"	5390.56603773585	4080	5893.65709736925	159	1.31446540880503	1	0.465769606487501	159
"1313"	"L'Enfant Plaza / 7th & C St SW (31218) - 15th & P St NW (31201)"	1580.32786885246	1200	1156.83629852356	183	1.68852459016393	2	0.464367120061487	183
"1314"	"18th & M St NW (31221) - 17th & K St NW [formerly 17th & L St NW] (31213)"	1589.78417266187	240	4643.99401247069	139	1.67625899280576	2	0.469594758046217	139
"1315"	"McPherson Square - 14th & H St NW (31216) - 1st & M St NE (31603)"	908.076923076923	900	246.966207591864	52	1.88461538461538	2	0.322602539032236	52
"1316"	"19th & E Street NW (31206) - 37th & O St NW / Georgetown University (31236)"	1680	1140	945.832966226067	17	1.17647058823529	1	0.392952623996688	17
"1317"	"37th & O St NW / Georgetown University (31236) - 15th & P St NW (31201)"	1177.38693467337	960	717.023312266404	199	1.75879396984925	2	0.428893988412972	199
"1318"	"Eckington Pl & Q St NE (31505) - Florida Ave & R St NW (31503)"	696.176470588235	360	900.754293218487	68	1.89705882352941	2	0.306141411201305	68
"1319"	"US Dept of State / Virginia Ave & 21st St NW (31220) - 4th St & Massachusetts Ave NW (31604)"	1850	960	2990.19165838014	66	1.86363636363636	2	0.34580401903451	66
"1320"	"3rd & D St SE (31605) - Potomac & Pennsylvania Ave SE (31606)"	551.351351351351	480	449.765912123841	740	1.90675675675676	2	0.290969673275743	740
"1321"	"US Dept of State / Virginia Ave & 21st St NW (31220) - USDA / 12th & Independence Ave SW (31217)"	1892.25806451613	1140	1760.40128299161	372	1.46774193548387	1	0.499630330260204	372
"1322"	"18th & M St NW (31221) - 14th & G St NW (31238)"	1611.3829787234	630	5622.81679102006	188	1.76063829787234	2	0.427833263815512	188
"1323"	"18th & M St NW (31221) - 20th St & Florida Ave NW (31110)"	659.69387755102	480	1471.19737354359	588	1.89965986394558	2	0.300708793500568	588
"1324"	"14th & V St NW (31101) - Lamont & Mt Pleasant NW (31107)"	846.976744186047	600	2973.96488930026	301	1.8936877076412	2	0.308750204558735	301
"1325"	"14th & G St NW (31238) - 21st & M St NW (31212)"	1233.36898395722	720	1482.88402801372	187	1.67379679144385	2	0.470081234561032	187
"1326"	"USDA / 12th & Independence Ave SW (31217) - 8th & H St NW (31228)"	2086.05633802817	1020	2520.85362509835	426	1.35915492957746	1	0.480316796866519	426
"1327"	"19th & L St NW (31224) - 18th & M St NW (31221)"	663.050847457627	240	1592.95956787981	177	1.90960451977401	2	0.287560984800539	177
"1328"	"25th St & Pennsylvania Ave NW (31237) - 3rd & D St SE (31605)"	3013.95348837209	1800	2897.08732180549	43	1.67441860465116	2	0.474137323515443	43
"1329"	"20th St & Florida Ave NW (31110) - Georgia Ave and Fairmont St NW (31207)"	968.076923076923	840	539.896185223473	156	1.96153846153846	2	0.192927042356577	156
"1330"	"13th & H St NE (31611) - 5th & F St NW (31620)"	913.297297297297	840	391.300011726857	185	1.87027027027027	2	0.336917665778323	185
"1331"	"13th & H St NE (31611) - 3rd & H St NE (31616)"	669.473684210526	420	2991.20271487984	779	1.89216944801027	2	0.310365556156622	779
"1332"	"1st & M St NE (31603) - New York Ave & 15th St NW (31222)"	1553.6	1020	1452.76682900576	75	1.74666666666667	2	0.437848959929919	75
"1333"	"20th & Bell St (31000) - 20th & Bell St (31000)"	2842.19178082192	1440	4987.55478658364	146	1.45205479452055	1	0.499409192751235	146
"1334"	"8th & H St NW (31228) - 14th & R St NW (31202)"	950.985221674877	720	1468.41663774396	406	1.83004926108374	2	0.376052921856073	406
"1335"	"37th & O St NW / Georgetown University (31236) - Ward Circle / American University (31301)"	2087.14285714286	1620	965.229574696161	14	1.28571428571429	1	0.468807230938495	14
"1336"	"14th & D St SE (31607) - 4th & East Capitol St NE (31618)"	642.528735632184	540	293.464262235709	261	1.87739463601533	2	0.328613803917247	261
"1337"	"Convention Center / 7th & M St NW (31223) - 13th St & New York Ave NW (31227)"	443.942992874109	360	916.210953344351	421	1.95011876484561	2	0.217958570013386	421
"1338"	"5th & F St NW (31620) - 5th & F St NW (31620)"	3485.84707646177	1800	4276.56003820396	667	1.46176911544228	1	0.498910393002504	667
"1339"	"19th St & Pennsylvania Ave NW (31100) - 16th & Harvard St NW (31103)"	1084.35483870968	1020	273.318188958256	124	1.86290322580645	2	0.345344824008098	124
"1340"	"4th & East Capitol St NE (31618) - 18th & M St NW (31221)"	1563.11688311688	1440	833.881633245295	77	1.90909090909091	2	0.289364920846097	77
"1341"	"37th & O St NW / Georgetown University (31236) - 14th & G St NW (31238)"	2290	1320	1825.48056969797	30	1.46666666666667	1	0.507416263404925	30
"1342"	"Adams Mill & Columbia Rd NW (31104) - 10th & U St NW (31111)"	727.964601769911	600	478.61803886352	452	1.8783185840708	2	0.327279731189785	452
"1343"	"19th St & Constitution Ave NW (31235) - 21st & I St NW (31205)"	1712.37410071942	900	2099.98782280596	278	1.34172661870504	1	0.475143798195848	278
"1344"	"17th & Corcoran St NW (31214) - 17th & Corcoran St NW (31214)"	2107.74671052632	540	5541.50099453363	1216	1.75	2	0.433190859769287	1216
"1345"	"Calvert St & Woodley Pl NW (31106) - 18th & M St NW (31221)"	1146.05769230769	720	3176.04862466253	208	1.90865384615385	2	0.288795792963549	208
"1346"	"14th & Rhode Island Ave NW (31203) - L'Enfant Plaza / 7th & C St SW (31218)"	1675.47738693467	900	3327.77258113574	199	1.72361809045226	2	0.44833583966222	199
"1347"	"20th & Bell St (31000) - 26th & Crystal Dr (31012)"	240	180	141.749861572468	44	1.97727272727273	2	0.150755672288882	44
"1348"	"21st & M St NW (31212) - Georgetown Harbor / 30th St NW (31215)"	805.880281690141	420	1239.20435862386	568	1.76584507042254	2	0.423842743054371	568
"1349"	"McPherson Square - 14th & H St NW (31216) - 5th & F St NW (31620)"	866.608695652174	480	1219.26521430169	230	1.81304347826087	2	0.390726954133624	230
"1350"	"7th & T St NW (31109) - 21st & I St NW (31205)"	962.390891840607	780	2081.67259978426	527	1.98292220113852	2	0.129684465051733	527
"1351"	"McPherson Square - 14th & H St NW (31216) - 14th & G St NW (31238)"	3324	2760	3257.88860146182	130	1.36923076923077	1	0.484463445528832	130
"1352"	"M St & New Jersey Ave SE (31208) - M St & New Jersey Ave SE (31208)"	2240.67924528302	1500	3517.20765153116	795	1.73584905660377	2	0.441157599464443	795
"1353"	"Wisconsin Ave & Macomb St NW (31302) - Van Ness Metro / UDC (31300)"	939.322033898305	600	3948.22105988892	177	1.85310734463277	2	0.355003128671008	177
"1354"	"1st & M St NE (31603) - Eckington Pl & Q St NE (31505)"	619.555555555556	300	3587.60262103834	540	1.94074074074074	2	0.236328219389049	540
"1355"	"4th & East Capitol St NE (31618) - 21st & M St NW (31212)"	2605.53191489362	1680	2108.9898761901	47	1.59574468085106	2	0.496052875341062	47
"1356"	"36th & Calvert St NW / Glover Park (31304) - 37th & O St NW / Georgetown University (31236)"	1482.4	540	3793.42484487188	150	1.73333333333333	2	0.443698105640024	150
"1357"	"19th St & Pennsylvania Ave NW (31100) - 20th & E St NW (31204)"	718.469387755102	240	1816.07627313043	196	1.85204081632653	2	0.355968766084959	196
"1358"	"US Dept of State / Virginia Ave & 21st St NW (31220) - 15th & P St NW (31201)"	1255.44	840	3704.42826377375	250	1.848	2	0.359741093869569	250
"1359"	"3rd & D St SE (31605) - 3rd & D St SE (31605)"	2839.80676328502	1080	6156.94320584645	621	1.58615136876006	2	0.492919056646608	621
"1360"	"USDA / 12th & Independence Ave SW (31217) - 19th St & Constitution Ave NW (31235)"	2525.04820333041	1800	1947.27657825893	1141	1.16389132340053	1	0.370339250024705	1141
"1361"	"4th St & Massachusetts Ave NW (31604) - 5th St & K St NW (31600)"	517.644230769231	180	1274.24051686093	416	1.89423076923077	2	0.307912340233126	416
"1362"	"Florida Ave & R St NW (31503) - 3rd & H St NE (31616)"	1042.14592274678	600	5473.83467642399	233	1.92274678111588	2	0.267567603929892	233
"1363"	"Lamont & Mt Pleasant NW (31107) - 37th & O St NW / Georgetown University (31236)"	1621.41176470588	1380	898.187530717352	85	1.84705882352941	2	0.362066895717891	85
"1364"	"19th St & Constitution Ave NW (31235) - 19th St & Constitution Ave NW (31235)"	3538.76673040153	2520	3528.93856188857	2092	1.13575525812619	1	0.342610387906671	2092
"1365"	"25th St & Pennsylvania Ave NW (31237) - C & O Canal & Wisconsin Ave NW (31225)"	787.058823529412	360	1430.10085191085	1003	1.67198404785643	2	0.469724886297449	1003
"1366"	"Lincoln Park / 13th & East Capitol St NE  (31619) - 19th & East Capitol St SE (31601)"	486.181818181818	300	1077.0615358959	165	1.84848484848485	2	0.359641769699981	165
"1367"	"Columbus Circle / Union Station (31623) - 8th & H St NW (31228)"	777.275985663082	540	1029.81544152205	837	1.86379928315412	2	0.343206659811838	837
"1368"	"18th & Hayes St (31004) - 18th & Bell St (31007)"	567.771428571429	180	1486.79364733432	175	1.94857142857143	2	0.221504039260838	175
"1369"	"Georgia & New Hampshire Ave NW (31400) - 4th & East Capitol St NE (31618)"	1811.66666666667	1530	801.247242027792	36	1.75	2	0.43915503282684	36
"1370"	"18th & Bell St (31007) - 18th & Hayes St (31004)"	323.076923076923	180	465.20120870394	130	1.96923076923077	2	0.173359935576158	130
"1371"	"16th & U St NW (31229) - 19th St & Pennsylvania Ave NW (31100)"	739.5	600	673.684232918102	360	1.90833333333333	2	0.288956435690606	360
"1372"	"Columbus Circle / Union Station (31623) - New York Ave & 15th St NW (31222)"	2397.86666666667	1260	3566.63042260178	225	1.57333333333333	2	0.495695759225642	225
"1373"	"4th & M St SW (31108) - 8th & H St NW (31228)"	1332.7374301676	840	1512.50027144434	179	1.7877094972067	2	0.410076458298778	179
"1374"	"USDA / 12th & Independence Ave SW (31217) - 3rd & D St SE (31605)"	1508.93203883495	1080	1766.53684569116	309	1.46601941747573	1	0.499653139049478	309
"1375"	"19th St & Pennsylvania Ave NW (31100) - L'Enfant Plaza / 7th & C St SW (31218)"	1729.38461538462	1080	1720.90509530546	130	1.58461538461538	2	0.494694571570503	130
"1376"	"Lamont & Mt Pleasant NW (31107) - 16th & Harvard St NW (31103)"	327.748851454824	180	662.47304704015	653	1.96937212863706	2	0.17243938462322	653
"1377"	"Lamont & Mt Pleasant NW (31107) - 17th & Corcoran St NW (31214)"	641.011235955056	540	394.068245659929	534	1.9438202247191	2	0.230484467093623	534
"1378"	"21st & I St NW (31205) - 34th St & Wisconsin Ave NW (31226)"	1205.67567567568	1020	1006.45326138148	74	1.68918918918919	2	0.465984762984349	74
"1379"	"4th St & Massachusetts Ave NW (31604) - 19th St & Pennsylvania Ave NW (31100)"	998.305084745763	780	1075.94749873347	177	1.8361581920904	2	0.371181984668124	177
"1380"	"14th & R St NW (31202) - Eckington Pl & Q St NE (31505)"	828.837209302326	780	239.734071940493	43	1.93023255813953	2	0.257769631113234	43
"1381"	"McPherson Square - 14th & H St NW (31216) - 4th St & Massachusetts Ave NW (31604)"	1007.67857142857	480	3431.26667564026	224	1.89732142857143	2	0.304218419713563	224
"1382"	"Georgia Ave and Fairmont St NW (31207) - 21st & I St NW (31205)"	1190.65573770492	1170	218.729379967625	122	1.95081967213115	2	0.217136093074353	122
"1383"	"10th St & Constitution Ave NW (31219) - US Dept of State / Virginia Ave & 21st St NW (31220)"	1976.61290322581	1140	2371.54142364062	248	1.39112903225806	1	0.488990051772695	248
"1384"	"C & O Canal & Wisconsin Ave NW (31225) - 10th St & Constitution Ave NW (31219)"	2601.12956810631	1800	2164.43619752492	301	1.4485049833887	1	0.498169406402163	301
"1385"	"Potomac & Pennsylvania Ave SE (31606) - 5th & F St NW (31620)"	1206.48648648649	1140	353.704161562504	111	1.84684684684685	2	0.361768338686971	111
"1386"	"Lamont & Mt Pleasant NW (31107) - 21st & I St NW (31205)"	1093.9336492891	1020	328.780105057136	211	1.93838862559242	2	0.241020174345293	211
"1387"	"13th St & New York Ave NW (31227) - M St & New Jersey Ave SE (31208)"	1121.17647058824	1020	407.141739796879	153	1.97385620915033	2	0.160086835741232	153
"1388"	"7th & Water St SW / SW Waterfront (31609) - Georgetown Harbor / 30th St NW (31215)"	1623.10344827586	1200	1120.77678507068	174	1.85632183908046	2	0.351775397807972	174
"1389"	"Potomac & Pennsylvania Ave SE (31606) - 19th & East Capitol St SE (31601)"	532.459016393443	420	312.02628660242	183	1.81420765027322	2	0.390006058767319	183
"1390"	"13th & H St NE (31611) - Eastern Market / 7th & North Carolina Ave SE (31610)"	843.333333333333	660	1686.16439879	396	1.89141414141414	2	0.311512472395155	396
"1391"	"4th & M St SW (31108) - 4th & M St SW (31108)"	3805.9872611465	1560	9791.84165782463	942	1.56900212314225	2	0.495478881480696	942
"1392"	"34th St & Wisconsin Ave NW (31226) - 14th & Rhode Island Ave NW (31203)"	1304.57142857143	990	1694.27739777792	70	1.82857142857143	2	0.379604239810342	70
"1393"	"Van Ness Metro / UDC (31300) - 19th St & Pennsylvania Ave NW (31100)"	1393.42105263158	1260	434.503709632277	76	1.92105263157895	2	0.271448357015318	76
"1394"	"Potomac & Pennsylvania Ave SE (31606) - Anacostia Metro (31801)"	728.888888888889	720	171.897405299551	27	2	2	0	27
"1395"	"C & O Canal & Wisconsin Ave NW (31225) - 14th & R St NW (31202)"	1352.37410071942	1200	751.008580523564	139	1.69784172661871	2	0.460854220387718	139
"1396"	"25th St & Pennsylvania Ave NW (31237) - 20th & E St NW (31204)"	680	480	1172.64040198498	567	1.79717813051146	2	0.402455987122009	567
"1397"	"Park Rd & Holmead Pl NW (31602) - 8th & H St NW (31228)"	1463.84937238494	1080	1624.48137629271	239	1.84937238493724	2	0.358436180094296	239
"1398"	"Eastern Market / 7th & North Carolina Ave SE (31610) - 4th & East Capitol St NE (31618)"	956.018957345972	240	4882.13061229974	422	1.85308056872038	2	0.354445789538106	422
"1399"	"Georgia Ave and Fairmont St NW (31207) - 21st & M St NW (31212)"	1007.67123287671	960	230.859027137686	73	1.97260273972603	2	0.164367705983163	73
"1400"	"Columbus Circle / Union Station (31623) - 5th & F St NW (31620)"	677.179856115108	480	1118.5762310223	695	1.86618705035971	2	0.34069642965662	695
"1401"	"Lamont & Mt Pleasant NW (31107) - John McCormack Dr & Michigan Ave NE (31502)"	1203	1170	226.525597127226	40	2	2	0	40
"1402"	"Georgia & New Hampshire Ave NW (31400) - 15th & P St NW (31201)"	919.06976744186	840	240.58114419538	258	1.94573643410853	2	0.226977347448901	258
"1403"	"17th & Corcoran St NW (31214) - Adams Mill & Columbia Rd NW (31104)"	626.85	540	491.766581279248	800	1.9125	2	0.282743133602744	800
"1404"	"4th & M St SW (31108) - Calvert St & Woodley Pl NW (31106)"	2035.11627906977	1860	697.301933397656	86	1.97674418604651	2	0.151598865900345	86
"1405"	"Eastern Market / 7th & North Carolina Ave SE (31610) - 18th & M St NW (31221)"	1938.46153846154	1560	1505.05383443065	39	1.82051282051282	2	0.388776411984472	39
"1406"	"12th & Hayes St (31001) - 12th & Army Navy Dr (31008)"	344.931506849315	240	655.60032046589	438	1.94520547945205	2	0.227838974747173	438
"1407"	"4th & East Capitol St NE (31618) - L'Enfant Plaza / 7th & C St SW (31218)"	980.067567567568	660	874.031374080344	296	1.69932432432432	2	0.459328414930161	296
"1408"	"4th & East Capitol St NE (31618) - 20th & Crystal Dr (31002)"	2400	2550	412.795348811006	4	1.25	1	0.5	4
"1409"	"20th & E St NW (31204) - 25th St & Pennsylvania Ave NW (31237)"	673.574144486692	480	1078.57073027521	526	1.79657794676806	2	0.402927005806221	526
"1410"	"Massachusetts Ave & Dupont Circle NW (31200) - McPherson Square - 14th & H St NW (31216)"	1176.19047619048	780	1403.9119262411	252	1.67857142857143	2	0.467954290487011	252
"1411"	"13th & H St NE (31611) - 10th St & Constitution Ave NW (31219)"	1228.72727272727	1080	463.035008469917	165	1.90909090909091	2	0.288354918040797	165
"1412"	"8th & H St NW (31228) - North Capitol St & F St NW (31624)"	678.286516853933	360	1286.92522136586	712	1.8314606741573	2	0.374607682074977	712
"1413"	"18th & M St NW (31221) - 37th & O St NW / Georgetown University (31236)"	1720.56338028169	960	2596.15093514773	71	1.49295774647887	1	0.503508814978013	71
"1414"	"Adams Mill & Columbia Rd NW (31104) - 13th St & New York Ave NW (31227)"	1105.18867924528	960	541.965408966092	212	1.83490566037736	2	0.37214440779376	212
"1415"	"Harvard St & Adams Mill Rd NW (31112) - 14th & R St NW (31202)"	820.869565217391	780	152.100384135675	69	1.94202898550725	2	0.235400657891435	69
"1416"	"Lamont & Mt Pleasant NW (31107) - 19th & L St NW (31224)"	999.440559440559	900	292.651251910453	143	1.93006993006993	2	0.255925540732634	143
"1417"	"13th & D St NE (31622) - 13th & D St NE (31622)"	1397.72093023256	480	2625.57644531449	430	1.84418604651163	2	0.36310133024904	430
"1418"	"15th & P St NW (31201) - C & O Canal & Wisconsin Ave NW (31225)"	1772.74074074074	1020	3220.73259676211	405	1.69135802469136	2	0.462504356646379	405
"1419"	"Bladensburg Rd & Benning Rd NE (31617) - 4th & East Capitol St NE (31618)"	780	660	420.517734269513	92	1.82608695652174	2	0.381111608704768	92
"1420"	"Eckington Pl & Q St NE (31505) - 1st & M St NE (31603)"	456.601307189542	240	1517.26965334412	459	1.94335511982571	2	0.2314150183814	459
"1421"	"7th & Water St SW / SW Waterfront (31609) - US Dept of State / Virginia Ave & 21st St NW (31220)"	1201.73913043478	840	829.086947334481	69	1.78260869565217	2	0.415492805111887	69
"1422"	"25th St & Pennsylvania Ave NW (31237) - 8th & H St NW (31228)"	1206.375	900	1212.88251568946	320	1.7875	2	0.409717388644897	320
"1423"	"14th & Harvard St NW (31105) - Georgia & New Hampshire Ave NW (31400)"	576.605504587156	480	311.206127501443	218	1.90366972477064	2	0.2957226891004	218
"1424"	"16th & Harvard St NW (31103) - 5th St & K St NW (31600)"	1348.31460674157	1080	1099.44948616347	89	1.9438202247191	2	0.231573204692959	89
"1425"	"14th & D St SE (31607) - 7th & Water St SW / SW Waterfront (31609)"	1021.15384615385	900	368.822075904336	104	1.96153846153846	2	0.193238969872078	104
"1426"	"5th St & K St NW (31600) - 8th & H St NW (31228)"	565.671641791045	240	1500.70790158171	804	1.89925373134328	2	0.301179814225066	804
"1427"	"13th & D St NE (31622) - 10th St & Constitution Ave NW (31219)"	1263.69863013699	1080	528.555629406613	146	1.8013698630137	2	0.400342319275317	146
"1428"	"15th & P St NW (31201) - 3rd & D St SE (31605)"	1669.375	1440	1051.01435965953	96	1.80208333333333	2	0.400520494689931	96
"1429"	"10th & U St NW (31111) - 8th & H St NW (31228)"	796.363636363636	660	647.7872045437	396	1.8030303030303	2	0.39821234598782	396
"1430"	"Eastern Market / 7th & North Carolina Ave SE (31610) - New York Ave & 15th St NW (31222)"	1898.28220858896	1260	2416.86502253449	163	1.79141104294479	2	0.407551976993579	163
